Variant_Index	Reference_Index
25023	371269
25023	371351
25023	371356
25023	371357
25023	371358
25023	371369
25023	371380
25023	371381
25024	371240
25024	371241
25024	371242
25024	371269
25024	371351
25024	371356
25024	371357
25024	371358
25024	371369
25024	371380
25024	371381
25025	371356
25025	371357
25025	371358
25025	371369
25025	371380
25025	371381
25026	371356
25026	371357
25026	371358
25026	371369
25026	371380
25026	371381
25027	371356
25027	371357
25027	371358
25027	371369
25027	371380
25027	371381
25028	371356
25028	371357
25028	371358
25028	371369
25028	371380
25028	371381
25029	371356
25029	371357
25029	371359
25029	371370
25030	371356
25030	371357
25030	371359
25030	371370
25031	371356
25031	371357
25031	371359
25031	371370
25032	371356
25032	371357
25032	371359
25032	371370
25033	371356
25033	371357
25034	371356
25034	371357
25034	371360
25034	371371
25035	371356
25035	371357
25035	371360
25035	371371
25036	371356
25036	371357
25036	371360
25036	371371
25037	371356
25037	371357
25037	371360
25037	371371
25038	371356
25038	371357
25038	371360
25038	371371
25039	371356
25039	371357
25040	371356
25040	371357
25040	371361
25040	371372
25041	371356
25041	371357
25041	371361
25041	371372
25042	371356
25042	371357
25042	371361
25042	371372
25043	371356
25043	371357
25043	371361
25043	371372
25044	371356
25044	371357
25044	371361
25044	371372
25045	371356
25045	371357
25046	371356
25046	371357
25046	371363
25046	371374
25047	371356
25047	371357
25047	371363
25047	371374
25048	371356
25048	371357
25048	371363
25048	371374
25049	371356
25049	371357
25049	371363
25049	371374
25050	371356
25050	371357
25050	371363
25050	371374
25051	371356
25051	371357
25051	371363
25051	371374
25052	371356
25052	371357
25053	371356
25053	371357
25053	371364
25053	371375
25054	371356
25054	371357
25055	371356
25055	371357
25056	371356
25056	371357
25056	371366
25056	371377
25057	371356
25057	371357
25057	371366
25057	371377
25058	371356
25058	371357
25058	371366
25058	371377
25059	371356
25059	371357
25059	371366
25059	371377
25060	371356
25060	371357
25060	371366
25060	371377
25061	371356
25061	371357
25061	371366
25061	371377
25062	371356
25062	371357
25063	371356
25063	371357
25064	371356
25064	371357
25065	371356
25065	371357
25066	371356
25066	371357
25067	371356
25067	371357
25067	371368
25067	371379
25068	371356
25068	371357
25068	371368
25068	371379
25069	371356
25069	371357
25069	371368
25069	371379
25070	371356
25070	371357
25070	371368
25070	371379
25071	371356
25071	371357
25071	371368
25071	371379
25072	371519
25072	371520
25072	371527
25072	371534
25073	371519
25073	371520
25074	371613
25074	371614
25074	371616
25074	371622
25074	371628
25074	371630
25074	371636
25074	371644
25075	371662
25075	371663
25075	371710
25075	371755
25075	371760
25075	371762
25075	371765
25075	371769
25075	371771
25075	371774
25075	371779
25075	371782
25075	371784
25076	372537
25076	372538
25076	372539
25076	372541
25076	372542
25076	372544
25076	372548
25076	372550
25076	372557
25076	372569
25076	372570
25077	372537
25077	372538
25077	372539
25077	372541
25077	372542
25077	372544
25077	372548
25077	372550
25077	372557
25077	372569
25077	372570
25078	372541
25078	372542
25078	372545
25078	372548
25078	372551
25078	372558
25079	372541
25079	372542
25079	372545
25079	372548
25079	372551
25079	372558
25080	372541
25080	372542
25080	372545
25080	372548
25080	372551
25080	372558
25081	372541
25081	372542
25081	372545
25081	372548
25081	372551
25081	372558
25082	372541
25082	372542
25082	372545
25082	372548
25082	372551
25082	372558
25083	372541
25083	372542
25083	372545
25083	372548
25083	372551
25083	372558
25084	372541
25084	372542
25084	372545
25084	372548
25084	372551
25084	372558
25085	372541
25085	372542
25085	372548
25086	372541
25086	372542
25086	372548
25087	372541
25087	372542
25087	372546
25087	372548
25087	372553
25087	372560
25087	372563
25087	372564
25088	372541
25088	372542
25088	372546
25088	372548
25088	372553
25088	372560
25088	372563
25088	372564
25089	372541
25089	372542
25089	372546
25089	372548
25089	372553
25089	372560
25089	372563
25089	372564
25090	372541
25090	372542
25090	372546
25090	372548
25090	372553
25090	372560
25090	372563
25090	372564
25091	372541
25091	372542
25091	372546
25091	372548
25091	372553
25091	372560
25091	372563
25091	372564
25092	372541
25092	372542
25092	372546
25092	372548
25092	372553
25092	372560
25092	372563
25092	372564
25093	372541
25093	372542
25093	372546
25093	372548
25093	372553
25093	372560
25093	372563
25093	372564
25094	372541
25094	372542
25094	372547
25094	372548
25094	372554
25094	372561
25095	372541
25095	372542
25095	372547
25095	372548
25095	372554
25095	372561
25096	372541
25096	372548
25097	372541
25097	372548
25098	372573
25098	372574
25098	372575
25098	372576
25098	372577
25098	372578
25099	372573
25099	372574
25099	372575
25099	372576
25099	372577
25099	372578
25100	372704
25100	372705
25100	372706
25100	372707
25100	372708
25100	372709
25101	372704
25101	372705
25101	372706
25101	372707
25101	372708
25101	372709
25102	372704
25102	372705
25102	372706
25102	372707
25102	372708
25102	372709
25103	372704
25103	372705
25103	372706
25103	372707
25104	373516
25104	373517
25104	373520
25104	373526
25104	373527
25104	373528
25104	373529
25104	373530
25104	373531
25104	373532
25105	373516
25105	373517
25105	373520
25105	373526
25105	373528
25105	373529
25105	373530
25105	373531
25105	373532
25106	374084
25106	374085
25106	374086
25106	374087
25106	374088
25106	374089
25107	375505
25107	375506
25107	375508
25107	375516
25108	375542
25108	375543
25108	375547
25108	375550
25108	375551
25108	375553
25109	375542
25109	375543
25109	375547
25109	375550
25109	375551
25109	375553
25110	375542
25110	375543
25110	375547
25110	375550
25110	375551
25110	375553
25111	375542
25111	375543
25111	375547
25111	375550
25111	375551
25111	375553
25112	376608
25112	376609
25112	376622
25112	376642
25112	376654
25112	376664
25112	376680
25112	376688
25112	376690
25113	376608
25113	376609
25113	376622
25113	376642
25113	376654
25113	376664
25113	376680
25113	376688
25113	376690
25114	376608
25114	376609
25114	376619
25114	376639
25114	376654
25114	376661
25114	376677
25114	376688
25114	376690
25114	376692
25115	376608
25115	376609
25115	376616
25115	376636
25115	376654
25115	376658
25115	376674
25115	376688
25116	376850
25116	376851
25116	376852
25116	376853
25116	376854
25116	376858
25116	376860
25117	376852
25117	376853
25117	376855
25117	376858
25117	376861
25117	376870
25118	376852
25118	376853
25118	376858
25118	376859
25118	376863
25118	376864
25118	376866
25118	376870
25119	376852
25119	376853
25119	376858
25119	376859
25119	376863
25119	376870
25120	376852
25120	376853
25120	376858
25120	376859
25120	376863
25120	376870
25121	376852
25121	376853
25121	376858
25121	376859
25121	376863
25121	376870
25122	376852
25122	376853
25122	376858
25122	376859
25122	376863
25122	376870
25123	376852
25123	376853
25123	376857
25123	376858
25123	376859
25123	376863
25123	376870
25124	376852
25124	376853
25124	376857
25124	376858
25124	376859
25124	376863
25124	376865
25124	376867
25124	376870
25125	376852
25125	376853
25125	376857
25125	376858
25125	376859
25125	376863
25125	376865
25125	376867
25125	376870
25126	376852
25126	376853
25126	376857
25126	376858
25126	376859
25126	376863
25126	376865
25126	376867
25126	376870
25127	377164
25127	377165
25127	377172
25127	377202
25128	377164
25128	377165
25128	377176
25128	377206
25129	377164
25129	377165
25129	377176
25129	377206
25130	377164
25130	377165
25130	377176
25130	377206
25131	377164
25131	377165
25131	377180
25131	377210
25132	377164
25132	377165
25132	377184
25132	377214
25132	377230
25132	377231
25132	377232
25133	377164
25133	377165
25133	377230
25133	377232
25134	377164
25134	377165
25134	377188
25134	377218
25134	377230
25134	377232
25134	377233
25135	377164
25135	377165
25136	377164
25136	377165
25136	377192
25136	377222
25137	377337
25137	377338
25137	377349
25137	377350
25137	377352
25137	377354
25137	377355
25137	377356
25138	377337
25138	377338
25138	377349
25138	377350
25138	377352
25138	377354
25138	377355
25138	377356
25139	377337
25139	377338
25139	377349
25139	377350
25139	377352
25139	377354
25139	377355
25139	377356
25140	377337
25140	377338
25140	377349
25140	377350
25140	377352
25140	377354
25140	377355
25140	377356
25239	377571
25239	377576
25239	377577
25239	377578
25239	377580
25239	377581
25240	377577
25240	377578
25240	377582
25240	377583
25240	377584
25240	377594
25240	377604
25241	377577
25241	377578
25241	377582
25241	377583
25241	377584
25241	377594
25241	377604
25242	377577
25242	377578
25242	377582
25242	377583
25242	377584
25242	377594
25242	377604
25243	377577
25243	377578
25243	377582
25243	377583
25243	377585
25243	377595
25243	377604
25243	377608
25244	377577
25244	377578
25244	377582
25244	377583
25244	377604
25244	377608
25245	377577
25245	377578
25245	377582
25245	377583
25245	377604
25245	377605
25245	377609
25246	377577
25246	377578
25246	377582
25246	377583
25246	377586
25246	377596
25246	377604
25246	377605
25247	377577
25247	377578
25247	377582
25247	377583
25247	377587
25247	377597
25247	377604
25248	377577
25248	377578
25248	377582
25248	377583
25248	377587
25248	377597
25248	377604
25249	377577
25249	377578
25249	377582
25249	377583
25249	377587
25249	377597
25249	377604
25250	377577
25250	377578
25250	377582
25250	377583
25250	377604
25250	377612
25251	377577
25251	377582
25251	377583
25251	377589
25251	377599
25251	377604
25252	377577
25252	377582
25252	377583
25252	377590
25252	377600
25252	377604
25253	377577
25253	377582
25253	377583
25253	377590
25253	377600
25253	377604
25254	377577
25254	377582
25254	377583
25254	377590
25254	377600
25254	377604
25255	377577
25255	377582
25255	377583
25255	377590
25255	377600
25255	377604
25256	377577
25256	377582
25256	377583
25256	377604
25256	377613
25257	377577
25257	377582
25257	377583
25257	377591
25257	377601
25257	377604
25258	377577
25258	377582
25258	377583
25258	377591
25258	377601
25258	377604
25259	377577
25259	377582
25259	377583
25259	377591
25259	377601
25259	377604
25260	377577
25260	377582
25260	377583
25260	377591
25260	377601
25260	377604
25261	377577
25261	377582
25261	377583
25261	377591
25261	377601
25261	377604
25262	377577
25262	377582
25262	377583
25262	377604
25263	377577
25263	377582
25263	377583
25263	377592
25263	377602
25263	377604
25264	377577
25264	377582
25264	377583
25264	377592
25264	377602
25264	377604
25265	377577
25265	377582
25265	377583
25265	377593
25265	377603
25265	377604
25265	377606
25266	377577
25266	377582
25266	377583
25266	377593
25266	377603
25266	377604
25266	377606
25267	377577
25267	377582
25267	377583
25267	377593
25267	377603
25267	377604
25267	377606
25268	377577
25268	377582
25268	377583
25268	377593
25268	377603
25268	377604
25268	377606
25269	377577
25269	377582
25269	377583
25269	377593
25269	377603
25269	377604
25269	377606
25270	377577
25270	377582
25270	377583
25270	377593
25270	377603
25270	377604
25270	377606
25271	377577
25271	377582
25271	377583
25271	377593
25271	377603
25271	377604
25271	377606
25272	377577
25272	377582
25272	377583
25272	377593
25272	377603
25272	377604
25272	377606
25273	377577
25273	377582
25273	377583
25273	377593
25273	377603
25273	377604
25273	377606
25276	377619
25276	377620
25285	378428
25285	378429
25285	378440
25285	378451
25285	378453
25286	378428
25286	378429
25286	378440
25286	378451
25286	378453
25287	378428
25287	378429
25287	378453
25288	378428
25288	378429
25288	378438
25288	378449
25288	378453
25289	378428
25289	378429
25289	378435
25289	378446
25289	378453
25290	378428
25290	378429
25290	378434
25290	378445
25290	378453
25291	378428
25291	378429
25291	378433
25291	378444
25291	378453
25291	378456
25291	378457
25292	378428
25292	378429
25292	378433
25292	378444
25292	378453
25292	378456
25292	378457
25293	378428
25293	378429
25293	378431
25293	378442
25293	378453
25294	378428
25294	378429
25294	378431
25294	378442
25294	378453
25295	378461
25295	378462
25295	378467
25295	378473
25295	378475
25296	378461
25296	378462
25296	378466
25296	378472
25296	378475
25297	378461
25297	378462
25297	378466
25297	378472
25297	378475
25298	378461
25298	378462
25298	378465
25298	378471
25298	378475
25299	378461
25299	378462
25299	378465
25299	378471
25299	378475
25300	378461
25300	378462
25300	378465
25300	378471
25300	378475
25301	378461
25301	378462
25301	378464
25301	378470
25301	378475
25302	378461
25302	378462
25302	378464
25302	378470
25302	378475
25303	378461
25303	378462
25303	378475
25303	378476
25303	378477
25304	378461
25304	378462
25304	378475
25304	378476
25304	378477
25305	378461
25305	378462
25305	378475
25305	378476
25305	378477
25306	378485
25306	378486
25306	378496
25306	378507
25306	378509
25307	378485
25307	378486
25307	378495
25307	378506
25307	378509
25308	378485
25308	378486
25308	378495
25308	378506
25308	378509
25309	378485
25309	378486
25309	378494
25309	378505
25309	378509
25310	378485
25310	378486
25310	378494
25310	378505
25310	378509
25311	378485
25311	378486
25311	378493
25311	378504
25311	378509
25312	378485
25312	378486
25312	378491
25312	378502
25312	378509
25313	378485
25313	378486
25313	378490
25313	378501
25313	378509
25314	378485
25314	378486
25314	378490
25314	378501
25314	378509
25315	378485
25315	378486
25315	378490
25315	378501
25315	378509
25316	378485
25316	378486
25316	378490
25316	378501
25316	378509
25317	378485
25317	378486
25317	378488
25317	378499
25317	378509
25317	378511
25318	378485
25318	378486
25318	378509
25319	378485
25319	378486
25319	378487
25319	378498
25320	378485
25320	378486
25320	378487
25320	378498
25321	378512
25321	378513
25321	378518
25321	378524
25322	378741
25322	378748
25322	378808
25322	378868
25322	378871
25322	378935
25322	378996
25322	378999
25322	379008
25322	379018
25322	379020
25322	379023
25322	379026
25322	379029
25323	378741
25323	378748
25323	378871
25323	378999
25323	379008
25323	379018
25323	379020
25323	379023
25323	379026
25323	379029
25324	378741
25324	378748
25324	378806
25324	378866
25324	378871
25324	378933
25324	378994
25324	378999
25324	379008
25324	379018
25324	379020
25324	379023
25324	379026
25324	379029
25325	378741
25325	378748
25325	378871
25325	378999
25325	379008
25325	379018
25325	379020
25325	379023
25325	379026
25325	379029
25326	378741
25326	378748
25326	378803
25326	378863
25326	378871
25326	378930
25326	378991
25326	378999
25326	379008
25326	379018
25326	379020
25326	379023
25326	379026
25326	379029
25327	378741
25327	378748
25327	378801
25327	378861
25327	378871
25327	378928
25327	378989
25327	378999
25327	379008
25327	379018
25327	379020
25327	379023
25327	379026
25327	379029
25328	378741
25328	378748
25328	378801
25328	378861
25328	378871
25328	378928
25328	378989
25328	378999
25328	379008
25328	379018
25328	379020
25328	379023
25328	379026
25328	379029
25329	378741
25329	378748
25329	378799
25329	378859
25329	378871
25329	378926
25329	378987
25329	378999
25329	379008
25329	379018
25329	379020
25329	379023
25329	379026
25329	379029
25330	378741
25330	378748
25330	378797
25330	378857
25330	378871
25330	378924
25330	378985
25330	378999
25330	379008
25330	379018
25330	379020
25330	379023
25330	379026
25330	379029
25331	378741
25331	378748
25331	378871
25331	378999
25331	379008
25331	379018
25331	379020
25331	379023
25331	379026
25331	379029
25332	378741
25332	378748
25332	378790
25332	378850
25332	378871
25332	378917
25332	378978
25332	378999
25332	379008
25332	379018
25332	379020
25332	379023
25332	379026
25332	379029
25333	378741
25333	378748
25333	378786
25333	378846
25333	378871
25333	378913
25333	378974
25333	378999
25333	379008
25333	379018
25333	379020
25333	379023
25333	379026
25333	379029
25334	378741
25334	378748
25334	378786
25334	378846
25334	378871
25334	378913
25334	378974
25334	378999
25334	379008
25334	379018
25334	379020
25334	379023
25334	379026
25334	379029
25335	378741
25335	378748
25335	378780
25335	378840
25335	378871
25335	378907
25335	378968
25335	378999
25335	379008
25335	379018
25335	379020
25335	379023
25335	379026
25335	379029
25336	378741
25336	378748
25336	378777
25336	378837
25336	378871
25336	378904
25336	378965
25336	378999
25336	379008
25336	379018
25336	379020
25336	379023
25336	379026
25336	379029
25337	378741
25337	378748
25337	378775
25337	378835
25337	378871
25337	378902
25337	378963
25337	378999
25337	379008
25337	379018
25337	379020
25337	379023
25337	379026
25337	379029
25338	378741
25338	378748
25338	378771
25338	378831
25338	378871
25338	378898
25338	378959
25338	378999
25338	379008
25338	379018
25338	379020
25338	379023
25338	379026
25338	379029
25339	378741
25339	378748
25339	378762
25339	378822
25339	378871
25339	378889
25339	378950
25339	378999
25339	379008
25339	379018
25339	379020
25339	379023
25339	379026
25340	378741
25340	378748
25340	378760
25340	378820
25340	378871
25340	378887
25340	378948
25340	378999
25340	379008
25340	379018
25340	379020
25340	379023
25340	379026
25341	378741
25341	378748
25341	378756
25341	378816
25341	378871
25341	378883
25341	378944
25341	378999
25341	379008
25341	379018
25341	379020
25341	379023
25341	379026
25342	378741
25342	378748
25342	378753
25342	378813
25342	378871
25342	378880
25342	378941
25342	378999
25342	379008
25342	379018
25342	379020
25342	379023
25342	379026
25343	378741
25343	378748
25343	378751
25343	378871
25343	378877
25343	378999
25343	379007
25343	379008
25343	379015
25343	379018
25343	379020
25343	379021
25344	378741
25344	378742
25344	378744
25344	378748
25344	378871
25344	378873
25344	378999
25344	379003
25344	379008
25344	379011
25344	379018
25344	379032
25345	379095
25345	379096
25345	379098
25345	379105
25345	379114
25345	379116
25346	379095
25346	379096
25346	379100
25346	379107
25347	379095
25347	379096
25347	379102
25347	379109
25348	379785
25348	379786
25348	379807
25348	379828
25348	379834
25348	379887
25349	379785
25349	379786
25349	379807
25349	379828
25349	379834
25349	379887
25349	379890
25350	379785
25350	379786
25350	379788
25350	379807
25350	379810
25350	379828
25350	379831
25350	379834
25350	379836
25350	379855
25350	379887
25350	379890
25351	379785
25351	379786
25351	379788
25351	379807
25351	379810
25351	379828
25351	379831
25351	379834
25351	379836
25351	379855
25351	379887
25351	379890
25352	379785
25352	379786
25352	379788
25352	379807
25352	379810
25352	379828
25352	379831
25352	379834
25352	379836
25352	379855
25352	379887
25352	379890
25353	379785
25353	379786
25353	379807
25353	379828
25353	379834
25353	379887
25353	379890
25353	379895
25353	379896
25354	379785
25354	379786
25354	379807
25354	379828
25354	379834
25354	379887
25354	379890
25354	379895
25354	379896
25355	379785
25355	379786
25355	379789
25355	379807
25355	379811
25355	379828
25355	379834
25355	379837
25355	379856
25355	379887
25355	379890
25355	379895
25355	379896
25356	379785
25356	379786
25356	379807
25356	379828
25356	379834
25356	379887
25356	379890
25356	379892
25357	379785
25357	379786
25357	379807
25357	379828
25357	379834
25357	379887
25357	379890
25357	379892
25358	379785
25358	379786
25358	379791
25358	379807
25358	379813
25358	379828
25358	379834
25358	379839
25358	379858
25358	379887
25358	379890
25358	379892
25359	379785
25359	379786
25359	379791
25359	379807
25359	379813
25359	379828
25359	379834
25359	379839
25359	379858
25359	379887
25359	379890
25359	379892
25360	379785
25360	379786
25360	379791
25360	379807
25360	379813
25360	379828
25360	379834
25360	379839
25360	379858
25360	379887
25360	379890
25360	379892
25361	379785
25361	379786
25361	379791
25361	379807
25361	379813
25361	379828
25361	379834
25361	379839
25361	379858
25361	379887
25361	379890
25361	379892
25362	379785
25362	379786
25362	379791
25362	379807
25362	379813
25362	379828
25362	379834
25362	379839
25362	379858
25362	379887
25362	379890
25362	379892
25363	379785
25363	379786
25363	379791
25363	379807
25363	379813
25363	379828
25363	379834
25363	379839
25363	379858
25363	379887
25363	379890
25363	379892
25364	379785
25364	379786
25364	379791
25364	379807
25364	379813
25364	379828
25364	379834
25364	379839
25364	379858
25364	379887
25364	379890
25364	379892
25365	379785
25365	379786
25365	379807
25365	379828
25365	379834
25365	379887
25365	379890
25365	379892
25366	379785
25366	379786
25366	379807
25366	379828
25366	379834
25366	379887
25366	379890
25366	379892
25367	379785
25367	379786
25367	379793
25367	379807
25367	379815
25367	379828
25367	379834
25367	379841
25367	379860
25367	379887
25367	379890
25367	379892
25368	379785
25368	379786
25368	379793
25368	379807
25368	379815
25368	379828
25368	379834
25368	379841
25368	379860
25368	379887
25368	379890
25368	379892
25369	379785
25369	379786
25369	379807
25369	379828
25369	379834
25369	379887
25369	379890
25369	379892
25370	379785
25370	379786
25370	379794
25370	379807
25370	379816
25370	379828
25370	379834
25370	379842
25370	379861
25370	379887
25370	379890
25370	379892
25370	379899
25370	379900
25371	379785
25371	379786
25371	379794
25371	379807
25371	379816
25371	379828
25371	379834
25371	379842
25371	379861
25371	379887
25371	379890
25371	379892
25371	379899
25371	379900
25372	379785
25372	379786
25372	379794
25372	379807
25372	379816
25372	379828
25372	379834
25372	379842
25372	379861
25372	379887
25372	379890
25372	379892
25372	379899
25372	379900
25373	379785
25373	379786
25373	379794
25373	379807
25373	379816
25373	379828
25373	379834
25373	379842
25373	379861
25373	379887
25373	379890
25373	379892
25373	379899
25373	379900
25374	379785
25374	379786
25374	379794
25374	379807
25374	379816
25374	379828
25374	379834
25374	379842
25374	379861
25374	379887
25374	379890
25374	379892
25374	379899
25374	379900
25375	379785
25375	379786
25375	379794
25375	379807
25375	379816
25375	379828
25375	379834
25375	379842
25375	379861
25375	379887
25375	379890
25375	379892
25375	379899
25375	379900
25376	379785
25376	379786
25376	379794
25376	379807
25376	379816
25376	379828
25376	379834
25376	379842
25376	379861
25376	379887
25376	379890
25376	379892
25376	379899
25376	379900
25376	379904
25376	379905
25377	379785
25377	379786
25377	379794
25377	379807
25377	379816
25377	379828
25377	379834
25377	379842
25377	379861
25377	379887
25377	379890
25377	379892
25377	379899
25377	379900
25377	379904
25377	379905
25378	379785
25378	379786
25378	379794
25378	379807
25378	379816
25378	379828
25378	379834
25378	379842
25378	379861
25378	379887
25378	379890
25378	379892
25378	379899
25378	379900
25378	379904
25378	379905
25379	379785
25379	379786
25379	379794
25379	379807
25379	379816
25379	379828
25379	379834
25379	379842
25379	379861
25379	379887
25379	379890
25379	379892
25379	379899
25379	379900
25379	379904
25379	379905
25380	379785
25380	379786
25380	379794
25380	379807
25380	379816
25380	379828
25380	379834
25380	379842
25380	379861
25380	379887
25380	379890
25380	379892
25380	379899
25380	379900
25381	379785
25381	379786
25381	379794
25381	379807
25381	379816
25381	379828
25381	379834
25381	379842
25381	379861
25381	379887
25381	379890
25381	379892
25381	379899
25381	379900
25382	379785
25382	379786
25382	379794
25382	379807
25382	379816
25382	379828
25382	379834
25382	379842
25382	379861
25382	379887
25382	379890
25382	379892
25382	379899
25382	379900
25383	379785
25383	379786
25383	379795
25383	379807
25383	379817
25383	379828
25383	379834
25383	379843
25383	379862
25383	379887
25383	379890
25383	379892
25383	379899
25383	379900
25384	379785
25384	379786
25384	379796
25384	379807
25384	379818
25384	379828
25384	379834
25384	379844
25384	379863
25384	379887
25384	379890
25384	379892
25384	379899
25384	379900
25385	379785
25385	379786
25385	379796
25385	379807
25385	379818
25385	379828
25385	379834
25385	379844
25385	379863
25385	379887
25385	379890
25385	379892
25385	379899
25385	379900
25386	379785
25386	379786
25386	379796
25386	379807
25386	379818
25386	379828
25386	379834
25386	379844
25386	379863
25386	379887
25386	379890
25386	379892
25386	379899
25386	379900
25387	379785
25387	379786
25387	379796
25387	379807
25387	379818
25387	379828
25387	379834
25387	379844
25387	379863
25387	379887
25387	379890
25387	379892
25387	379899
25387	379900
25388	379785
25388	379786
25388	379796
25388	379807
25388	379818
25388	379828
25388	379834
25388	379844
25388	379863
25388	379887
25388	379890
25388	379892
25388	379899
25388	379900
25389	379785
25389	379786
25389	379807
25389	379828
25389	379834
25389	379887
25389	379890
25389	379892
25389	379899
25389	379900
25390	379785
25390	379786
25390	379807
25390	379828
25390	379834
25390	379887
25390	379890
25390	379892
25390	379899
25390	379900
25391	379785
25391	379786
25391	379797
25391	379807
25391	379819
25391	379828
25391	379834
25391	379845
25391	379864
25391	379887
25391	379890
25391	379892
25391	379899
25391	379900
25392	379785
25392	379786
25392	379797
25392	379807
25392	379819
25392	379828
25392	379834
25392	379845
25392	379864
25392	379887
25392	379890
25392	379892
25392	379899
25392	379900
25393	379785
25393	379786
25393	379797
25393	379807
25393	379819
25393	379828
25393	379834
25393	379845
25393	379864
25393	379887
25393	379890
25393	379892
25393	379899
25393	379900
25394	379785
25394	379786
25394	379797
25394	379807
25394	379819
25394	379828
25394	379834
25394	379845
25394	379864
25394	379887
25394	379890
25394	379892
25394	379899
25394	379900
25395	379785
25395	379786
25395	379797
25395	379807
25395	379819
25395	379828
25395	379834
25395	379845
25395	379864
25395	379887
25395	379890
25395	379892
25395	379899
25395	379900
25396	379785
25396	379786
25396	379797
25396	379807
25396	379819
25396	379828
25396	379834
25396	379845
25396	379864
25396	379887
25396	379890
25396	379892
25396	379899
25396	379900
25397	379785
25397	379786
25397	379797
25397	379807
25397	379819
25397	379828
25397	379834
25397	379845
25397	379864
25397	379887
25397	379890
25397	379892
25397	379899
25397	379900
25398	379785
25398	379786
25398	379797
25398	379807
25398	379819
25398	379828
25398	379834
25398	379845
25398	379864
25398	379887
25398	379890
25398	379892
25398	379899
25398	379900
25399	379785
25399	379786
25399	379797
25399	379807
25399	379819
25399	379828
25399	379834
25399	379845
25399	379864
25399	379887
25399	379890
25399	379892
25399	379899
25399	379900
25400	379785
25400	379786
25400	379797
25400	379807
25400	379819
25400	379828
25400	379834
25400	379845
25400	379864
25400	379887
25400	379890
25400	379892
25400	379899
25400	379900
25401	379785
25401	379786
25401	379807
25401	379828
25401	379834
25401	379887
25401	379890
25401	379892
25401	379899
25401	379900
25402	379785
25402	379786
25402	379798
25402	379807
25402	379820
25402	379828
25402	379834
25402	379846
25402	379865
25402	379887
25402	379890
25402	379892
25402	379899
25402	379900
25403	379785
25403	379786
25403	379798
25403	379807
25403	379820
25403	379828
25403	379834
25403	379846
25403	379865
25403	379887
25403	379890
25403	379892
25403	379899
25403	379900
25404	379785
25404	379786
25404	379798
25404	379807
25404	379820
25404	379828
25404	379834
25404	379846
25404	379865
25404	379887
25404	379890
25404	379892
25404	379899
25404	379900
25405	379785
25405	379786
25405	379798
25405	379807
25405	379820
25405	379828
25405	379834
25405	379846
25405	379865
25405	379887
25405	379890
25405	379892
25405	379899
25405	379900
25406	379785
25406	379786
25406	379807
25406	379828
25406	379834
25406	379887
25406	379890
25406	379892
25406	379899
25406	379900
25407	379785
25407	379786
25407	379807
25407	379828
25407	379834
25407	379887
25407	379890
25407	379892
25407	379899
25407	379900
25408	379785
25408	379786
25408	379799
25408	379807
25408	379821
25408	379828
25408	379834
25408	379847
25408	379866
25408	379887
25408	379890
25408	379892
25408	379899
25408	379900
25409	379785
25409	379786
25409	379799
25409	379807
25409	379821
25409	379828
25409	379834
25409	379847
25409	379866
25409	379887
25409	379890
25409	379892
25409	379899
25409	379900
25410	379785
25410	379786
25410	379799
25410	379807
25410	379821
25410	379828
25410	379834
25410	379847
25410	379866
25410	379887
25410	379890
25410	379892
25410	379899
25410	379900
25411	379785
25411	379786
25411	379799
25411	379807
25411	379821
25411	379828
25411	379834
25411	379847
25411	379866
25411	379887
25411	379890
25411	379892
25411	379899
25411	379900
25412	379785
25412	379786
25412	379807
25412	379828
25412	379834
25412	379887
25412	379890
25412	379892
25412	379899
25412	379900
25413	379785
25413	379786
25413	379807
25413	379828
25413	379834
25413	379887
25413	379890
25413	379892
25413	379899
25413	379900
25414	379785
25414	379786
25414	379807
25414	379828
25414	379834
25414	379887
25414	379890
25414	379892
25414	379899
25414	379900
25415	379785
25415	379786
25415	379801
25415	379807
25415	379823
25415	379828
25415	379834
25415	379849
25415	379868
25415	379887
25415	379890
25415	379892
25415	379899
25415	379900
25416	379785
25416	379786
25416	379801
25416	379807
25416	379823
25416	379828
25416	379834
25416	379849
25416	379868
25416	379887
25416	379890
25416	379892
25416	379899
25416	379900
25417	379785
25417	379786
25417	379801
25417	379807
25417	379823
25417	379828
25417	379834
25417	379849
25417	379868
25417	379887
25417	379890
25417	379892
25417	379899
25417	379900
25418	379785
25418	379786
25418	379801
25418	379807
25418	379823
25418	379828
25418	379834
25418	379849
25418	379868
25418	379876
25418	379878
25418	379887
25418	379890
25418	379892
25418	379899
25418	379900
25419	379785
25419	379786
25419	379801
25419	379807
25419	379823
25419	379828
25419	379834
25419	379849
25419	379868
25419	379876
25419	379878
25419	379887
25419	379890
25419	379892
25419	379899
25419	379900
25420	379785
25420	379786
25420	379801
25420	379807
25420	379823
25420	379828
25420	379834
25420	379849
25420	379868
25420	379876
25420	379878
25420	379887
25420	379890
25420	379892
25420	379899
25420	379900
25421	379785
25421	379786
25421	379801
25421	379807
25421	379823
25421	379828
25421	379834
25421	379849
25421	379868
25421	379876
25421	379878
25421	379887
25421	379890
25421	379892
25421	379899
25421	379900
25422	379785
25422	379786
25422	379801
25422	379807
25422	379823
25422	379828
25422	379834
25422	379849
25422	379868
25422	379876
25422	379878
25422	379887
25422	379890
25422	379892
25422	379899
25422	379900
25423	379785
25423	379786
25423	379801
25423	379807
25423	379823
25423	379828
25423	379834
