seqnames	start	end	width	strand
NC_000001.11	229432329	229432329	1	*
NC_000001.11	229432333	229432333	1	*
NC_000001.11	229432333	229432333	1	*
NC_000001.11	229432345	229432345	1	*
NC_000001.11	229432377	229432377	1	*
NC_000001.11	229432393	229432393	1	*
NC_000001.11	229432393	229432393	1	*
NC_000001.11	229432393	229432393	1	*
NC_000001.11	229432397	229432397	1	*
NC_000001.11	229432408	229432408	1	*
NC_000001.11	229432420	229432420	1	*
NC_000001.11	229432425	229432425	1	*
NC_000001.11	229432561	229432561	1	*
NC_000001.11	229432570	229432570	1	*
NC_000001.11	229432570	229432570	1	*
NC_000001.11	229432580	229432580	1	*
NC_000001.11	229432583	229432583	1	*
NC_000001.11	229432585	229432585	1	*
NC_000001.11	229432591	229432591	1	*
NC_000001.11	229432591	229432591	1	*
NC_000001.11	229432608	229432608	1	*
NC_000001.11	229432610	229432610	1	*
NC_000001.11	229432651	229432651	1	*
NC_000001.11	229432660	229432660	1	*
NC_000001.11	229432672	229432672	1	*
NC_000001.11	229432723	229432723	1	*
NC_000001.11	229432726	229432726	1	*
NC_000001.11	229432727	229432727	1	*
NC_000001.11	229432728	229432728	1	*
NC_000001.11	229432730	229432730	1	*
NC_000001.11	229432774	229432774	1	*
NC_000001.11	229432783	229432783	1	*
NC_000001.11	229432784	229432784	1	*
NC_000001.11	229432795	229432795	1	*
NC_000001.11	229432801	229432801	1	*
NC_000001.11	229432807	229432807	1	*
NC_000001.11	229432813	229432813	1	*
NC_000001.11	229432829	229432829	1	*
NC_000001.11	229432841	229432841	1	*
NC_000001.11	229432845	229432845	1	*
NC_000001.11	229432864	229432864	1	*
NC_000001.11	229432865	229432865	1	*
NC_000001.11	229432867	229432867	1	*
NC_000001.11	229432867	229432867	1	*
NC_000001.11	229432867	229432867	1	*
NC_000001.11	229432868	229432868	1	*
NC_000001.11	229432873	229432873	1	*
NC_000001.11	229432877	229432877	1	*
NC_000001.11	229432988	229432988	1	*
NC_000001.11	229432992	229432992	1	*
NC_000001.11	229432995	229432995	1	*
NC_000001.11	229433003	229433003	1	*
NC_000001.11	229433007	229433007	1	*
NC_000001.11	229433007	229433007	1	*
NC_000001.11	229433036	229433036	1	*
NC_000001.11	229433037	229433037	1	*
NC_000001.11	229433056	229433056	1	*
NC_000001.11	229433066	229433066	1	*
NC_000001.11	229433067	229433067	1	*
NC_000001.11	229433067	229433067	1	*
NC_000001.11	229433080	229433080	1	*
NC_000001.11	229433100	229433100	1	*
NC_000001.11	229433109	229433109	1	*
NC_000001.11	229442051	229442051	1	*
NC_000001.11	230236716	230236716	1	*
NC_000001.11	230249231	230249231	1	*
NC_000001.11	230425791	230425791	1	*
NC_000001.11	230425880	230425880	1	*
NC_000001.11	230705933	230705933	1	*
NC_000001.11	230705970	230705970	1	*
NC_000001.11	230709994	230709994	1	*
NC_000001.11	230710247	230710247	1	*
NC_000001.11	230988440	230988440	1	*
NC_000001.11	231251062	231251062	1	*
NC_000001.11	231262771	231262771	1	*
NC_000001.11	231265290	231265290	1	*
NC_000001.11	231265356	231265356	1	*
NC_000001.11	231267782	231267782	1	*
NC_000001.11	231272392	231272392	1	*
NC_000001.11	231275503	231275503	1	*
NC_000001.11	231347825	231347825	1	*
NC_000001.11	231370589	231370589	1	*
NC_000001.11	231370598	231370598	1	*
NC_000001.11	231421115	231421115	1	*
NC_000001.11	231421116	231421116	1	*
NC_000001.11	231421428	231421428	1	*
NC_000001.11	231421715	231421715	1	*
NC_000001.11	234374284	234374284	1	*
NC_000001.11	234374303	234374303	1	*
NC_000001.11	235342645	235342645	1	*
NC_000001.11	235342650	235342650	1	*
NC_000001.11	235342723	235342723	1	*
NC_000001.11	235380150	235380150	1	*
NC_000001.11	235419534	235419534	1	*
NC_000001.11	235427143	235427143	1	*
NC_000001.11	235437471	235437471	1	*
NC_000001.11	235453089	235453089	1	*
NC_000001.11	235453121	235453121	1	*
NC_000001.11	235453143	235453143	1	*
NC_000001.11	235454290	235454290	1	*
NC_000001.11	235455567	235455567	1	*
NC_000001.11	235458649	235458649	1	*
NC_000001.11	235458753	235458753	1	*
NC_000001.11	235465715	235465715	1	*
NC_000001.11	235470857	235470857	1	*
NC_000001.11	235470961	235470961	1	*
NC_000001.11	235484429	235484429	1	*
NC_000001.11	235484450	235484450	1	*
NC_000001.11	235489270	235489270	1	*
NC_000001.11	235494719	235494719	1	*
NC_000001.11	235494742	235494742	1	*
NC_000001.11	235494748	235494748	1	*
NC_000001.11	235494808	235494808	1	*
NC_000001.11	235504194	235504194	1	*
NC_000001.11	235504226	235504226	1	*
NC_000001.11	235677127	235677127	1	*
NC_000001.11	235677710	235677710	1	*
NC_000001.11	235693408	235693408	1	*
NC_000001.11	235693450	235693450	1	*
NC_000001.11	235697179	235697179	1	*
NC_000001.11	235697241	235697241	1	*
NC_000001.11	235702761	235702761	1	*
NC_000001.11	235702776	235702776	1	*
NC_000001.11	235702968	235702968	1	*
NC_000001.11	235709168	235709168	1	*
NC_000001.11	235709207	235709207	1	*
NC_000001.11	235712108	235712108	1	*
NC_000001.11	235712144	235712144	1	*
NC_000001.11	235716727	235716727	1	*
NC_000001.11	235720758	235720758	1	*
NC_000001.11	235724104	235724104	1	*
NC_000001.11	235724107	235724107	1	*
NC_000001.11	235729595	235729595	1	*
NC_000001.11	235730918	235730918	1	*
NC_000001.11	235731110	235731110	1	*
NC_000001.11	235731179	235731179	1	*
NC_000001.11	235733859	235733859	1	*
NC_000001.11	235733907	235733907	1	*
NC_000001.11	235734593	235734593	1	*
NC_000001.11	235741420	235741420	1	*
NC_000001.11	235741559	235741559	1	*
NC_000001.11	235741579	235741579	1	*
NC_000001.11	235741624	235741624	1	*
NC_000001.11	235744050	235744050	1	*
NC_000001.11	235746522	235746522	1	*
NC_000001.11	235751345	235751345	1	*
NC_000001.11	235752131	235752131	1	*
NC_000001.11	235755539	235755539	1	*
NC_000001.11	235758991	235758991	1	*
NC_000001.11	235759141	235759141	1	*
NC_000001.11	235759177	235759177	1	*
NC_000001.11	235759426	235759426	1	*
NC_000001.11	235759456	235759456	1	*
NC_000001.11	235759570	235759570	1	*
NC_000001.11	235766122	235766122	1	*
NC_000001.11	235766204	235766204	1	*
NC_000001.11	235766244	235766244	1	*
NC_000001.11	235770201	235770201	1	*
NC_000001.11	235770216	235770216	1	*
NC_000001.11	235770297	235770297	1	*
NC_000001.11	235775028	235775028	1	*
NC_000001.11	235775041	235775041	1	*
NC_000001.11	235775056	235775056	1	*
NC_000001.11	235781018	235781018	1	*
NC_000001.11	235781972	235781972	1	*
NC_000001.11	235782050	235782050	1	*
NC_000001.11	235791808	235791808	1	*
NC_000001.11	235791809	235791809	1	*
NC_000001.11	235791954	235791954	1	*
NC_000001.11	235801040	235801040	1	*
NC_000001.11	235803046	235803046	1	*
NC_000001.11	235805826	235805826	1	*
NC_000001.11	235805987	235805987	1	*
NC_000001.11	235806051	235806051	1	*
NC_000001.11	235806174	235806174	1	*
NC_000001.11	235806699	235806699	1	*
NC_000001.11	235806723	235806723	1	*
NC_000001.11	235808660	235808660	1	*
NC_000001.11	235808729	235808729	1	*
NC_000001.11	235808755	235808755	1	*
NC_000001.11	235808802	235808802	1	*
NC_000001.11	235808921	235808921	1	*
NC_000001.11	235809278	235809278	1	*
NC_000001.11	235809311	235809311	1	*
NC_000001.11	235809326	235809326	1	*
NC_000001.11	235809412	235809412	1	*
NC_000001.11	235809457	235809457	1	*
NC_000001.11	235809515	235809515	1	*
NC_000001.11	235809616	235809616	1	*
NC_000001.11	235809629	235809629	1	*
NC_000001.11	235809833	235809833	1	*
NC_000001.11	235809893	235809893	1	*
NC_000001.11	235810334	235810334	1	*
NC_000001.11	235810385	235810385	1	*
NC_000001.11	235810397	235810397	1	*
NC_000001.11	235830224	235830224	1	*
NC_000001.11	235830225	235830225	1	*
NC_000001.11	235830270	235830270	1	*
NC_000001.11	235830288	235830288	1	*
NC_000001.11	235830312	235830312	1	*
NC_000001.11	236409239	236409239	1	*
NC_000001.11	236409275	236409275	1	*
NC_000001.11	236427427	236427427	1	*
NC_000001.11	236482366	236482366	1	*
NC_000001.11	236482418	236482418	1	*
NC_000001.11	236482470	236482470	1	*
NC_000001.11	236482571	236482571	1	*
NC_000001.11	236719007	236719007	1	*
NC_000001.11	236753990	236753990	1	*
NC_000001.11	236757511	236757511	1	*
NC_000001.11	236757607	236757607	1	*
NC_000001.11	236803547	236803547	1	*
NC_000001.11	236806207	236806207	1	*
NC_000001.11	236808538	236808538	1	*
NC_000001.11	236813932	236813932	1	*
NC_000001.11	236815603	236815603	1	*
NC_000001.11	236825336	236825336	1	*
NC_000001.11	236825363	236825363	1	*
NC_000001.11	236826895	236826895	1	*
NC_000001.11	236838412	236838412	1	*
NC_000001.11	236838463	236838463	1	*
NC_000001.11	236850464	236850464	1	*
NC_000001.11	236852578	236852578	1	*
NC_000001.11	236861168	236861168	1	*
NC_000001.11	236861188	236861188	1	*
NC_000001.11	236863553	236863553	1	*
NC_000001.11	236863555	236863555	1	*
NC_000001.11	236873843	236873843	1	*
NC_000001.11	236874725	236874725	1	*
NC_000001.11	236885196	236885196	1	*
NC_000001.11	236885202	236885202	1	*
NC_000001.11	236889254	236889254	1	*
NC_000001.11	236889300	236889300	1	*
NC_000001.11	236895391	236895391	1	*
NC_000001.11	236895470	236895470	1	*
NC_000001.11	236895522	236895522	1	*
NC_000001.11	236895523	236895523	1	*
NC_000001.11	236897020	236897020	1	*
NC_000001.11	237330939	237330939	1	*
NC_000001.11	237330948	237330948	1	*
NC_000001.11	237369568	237369568	1	*
NC_000001.11	237377349	237377349	1	*
NC_000001.11	237377365	237377365	1	*
NC_000001.11	237377373	237377373	1	*
NC_000001.11	237377386	237377386	1	*
NC_000001.11	237377426	237377426	1	*
NC_000001.11	237377426	237377426	1	*
NC_000001.11	237441382	237441382	1	*
NC_000001.11	237445428	237445428	1	*
NC_000001.11	237445429	237445429	1	*
NC_000001.11	237445485	237445485	1	*
NC_000001.11	237445488	237445488	1	*
NC_000001.11	237445489	237445489	1	*
NC_000001.11	237454396	237454396	1	*
NC_000001.11	237491911	237491911	1	*
NC_000001.11	237492996	237492996	1	*
NC_000001.11	237614298	237614298	1	*
NC_000001.11	237631490	237631490	1	*
NC_000001.11	237633624	237633624	1	*
NC_000001.11	237633654	237633654	1	*
NC_000001.11	237633668	237633668	1	*
NC_000001.11	237633671	237633671	1	*
NC_000001.11	237634937	237634937	1	*
NC_000001.11	237638450	237638450	1	*
NC_000001.11	237638464	237638464	1	*
NC_000001.11	237638480	237638480	1	*
NC_000001.11	237639019	237639019	1	*
NC_000001.11	237639059	237639059	1	*
NC_000001.11	237639068	237639068	1	*
NC_000001.11	237639068	237639068	1	*
NC_000001.11	237640938	237640938	1	*
NC_000001.11	237640940	237640940	1	*
NC_000001.11	237640941	237640941	1	*
NC_000001.11	237640956	237640956	1	*
NC_000001.11	237640983	237640983	1	*
NC_000001.11	237640983	237640983	1	*
NC_000001.11	237640994	237640994	1	*
NC_000001.11	237643382	237643382	1	*
NC_000001.11	237648521	237648521	1	*
NC_000001.11	237648522	237648522	1	*
NC_000001.11	237648523	237648523	1	*
NC_000001.11	237649944	237649944	1	*
NC_000001.11	237707240	237707240	1	*
NC_000001.11	237772037	237772037	1	*
NC_000001.11	237772044	237772044	1	*
NC_000001.11	237772077	237772077	1	*
NC_000001.11	237778704	237778704	1	*
NC_000001.11	237778718	237778718	1	*
NC_000001.11	237778726	237778726	1	*
NC_000001.11	237778727	237778727	1	*
NC_000001.11	237781643	237781643	1	*
NC_000001.11	237783677	237783677	1	*
NC_000001.11	237783695	237783695	1	*
NC_000001.11	237783729	237783729	1	*
NC_000001.11	237783938	237783938	1	*
NC_000001.11	237783981	237783981	1	*
NC_000001.11	237783984	237783984	1	*
NC_000001.11	237784024	237784024	1	*
NC_000001.11	237784034	237784034	1	*
NC_000001.11	237784046	237784046	1	*
NC_000001.11	237784084	237784084	1	*
NC_000001.11	237784136	237784136	1	*
NC_000001.11	237784143	237784143	1	*
NC_000001.11	237784158	237784158	1	*
NC_000001.11	237784176	237784176	1	*
NC_000001.11	237784182	237784182	1	*
NC_000001.11	237784187	237784187	1	*
NC_000001.11	237784189	237784189	1	*
NC_000001.11	237784233	237784233	1	*
NC_000001.11	237784233	237784233	1	*
NC_000001.11	237784245	237784245	1	*
NC_000001.11	237784257	237784257	1	*
NC_000001.11	237784280	237784280	1	*
NC_000001.11	237784314	237784314	1	*
NC_000001.11	237784315	237784315	1	*
NC_000001.11	237791441	237791441	1	*
NC_000001.11	237791480	237791480	1	*
NC_000001.11	237793882	237793882	1	*
NC_000001.11	237793920	237793920	1	*
NC_000001.11	237795312	237795312	1	*
NC_000001.11	237798037	237798037	1	*
NC_000001.11	237798092	237798092	1	*
NC_000001.11	237806159	237806159	1	*
NC_000001.11	237806219	237806219	1	*
NC_000001.11	237806236	237806236	1	*
NC_000001.11	237806273	237806273	1	*
NC_000001.11	237808911	237808911	1	*
NC_000001.11	237808913	237808913	1	*
NC_000001.11	237819075	237819075	1	*
NC_000001.11	237819188	237819188	1	*
NC_000001.11	237819192	237819192	1	*
NC_000001.11	237828390	237828390	1	*
NC_000001.11	237828428	237828428	1	*
NC_000001.11	237830584	237830584	1	*
NC_000001.11	237832607	237832607	1	*
NC_000001.11	237832619	237832619	1	*
NC_000001.11	237832628	237832628	1	*
NC_000001.11	237832640	237832640	1	*
NC_000001.11	239907803	239907803	1	*
NC_000001.11	240123181	240123181	1	*
NC_000001.11	240207045	240207045	1	*
NC_000001.11	240493068	240493068	1	*
NC_000001.11	241497861	241497861	1	*
NC_000001.11	241497916	241497916	1	*
NC_000001.11	241497922	241497922	1	*
NC_000001.11	241497926	241497926	1	*
NC_000001.11	241497967	241497967	1	*
NC_000001.11	241497971	241497971	1	*
NC_000001.11	241497971	241497971	1	*
NC_000001.11	241497971	241497971	1	*
NC_000001.11	241497972	241497972	1	*
NC_000001.11	241500436	241500436	1	*
NC_000001.11	241500469	241500469	1	*
NC_000001.11	241500572	241500572	1	*
NC_000001.11	241500587	241500587	1	*
NC_000001.11	241502469	241502469	1	*
NC_000001.11	241502474	241502474	1	*
NC_000001.11	241502490	241502490	1	*
NC_000001.11	241502522	241502522	1	*
NC_000001.11	241502535	241502535	1	*
NC_000001.11	241502553	241502553	1	*
NC_000001.11	241502561	241502561	1	*
NC_000001.11	241504041	241504041	1	*
NC_000001.11	241504041	241504041	1	*
NC_000001.11	241504053	241504053	1	*
NC_000001.11	241504057	241504057	1	*
NC_000001.11	241504066	241504066	1	*
NC_000001.11	241504083	241504083	1	*
NC_000001.11	241504087	241504087	1	*
NC_000001.11	241504113	241504113	1	*
NC_000001.11	241504123	241504123	1	*
NC_000001.11	241504130	241504130	1	*
NC_000001.11	241504151	241504151	1	*
NC_000001.11	241504162	241504162	1	*
NC_000001.11	241504173	241504173	1	*
NC_000001.11	241504197	241504197	1	*
NC_000001.11	241504198	241504198	1	*
NC_000001.11	241504203	241504203	1	*
NC_000001.11	241504213	241504213	1	*
NC_000001.11	241504214	241504214	1	*
NC_000001.11	241504216	241504216	1	*
NC_000001.11	241504236	241504236	1	*
NC_000001.11	241504246	241504246	1	*
NC_000001.11	241504247	241504247	1	*
NC_000001.11	241506002	241506002	1	*
NC_000001.11	241506084	241506084	1	*
NC_000001.11	241506170	241506170	1	*
NC_000001.11	241508601	241508601	1	*
NC_000001.11	241508602	241508602	1	*
NC_000001.11	241508602	241508602	1	*
NC_000001.11	241508629	241508629	1	*
NC_000001.11	241508640	241508640	1	*
NC_000001.11	241508641	241508641	1	*
NC_000001.11	241508643	241508643	1	*
NC_000001.11	241508643	241508643	1	*
NC_000001.11	241508644	241508644	1	*
NC_000001.11	241508652	241508652	1	*
NC_000001.11	241508688	241508688	1	*
NC_000001.11	241508757	241508757	1	*
NC_000001.11	241508758	241508758	1	*
NC_000001.11	241508778	241508778	1	*
NC_000001.11	241508781	241508781	1	*
NC_000001.11	241508781	241508781	1	*
NC_000001.11	241508784	241508784	1	*
NC_000001.11	241508787	241508787	1	*
NC_000001.11	241511966	241511966	1	*
NC_000001.11	241511968	241511968	1	*
NC_000001.11	241512001	241512001	1	*
NC_000001.11	241512059	241512059	1	*
NC_000001.11	241512088	241512088	1	*
NC_000001.11	241512118	241512118	1	*
NC_000001.11	241512144	241512144	1	*
NC_000001.11	241512145	241512145	1	*
NC_000001.11	241513601	241513601	1	*
NC_000001.11	241513602	241513602	1	*
NC_000001.11	241513632	241513632	1	*
NC_000001.11	241513659	241513659	1	*
NC_000001.11	241513661	241513661	1	*
NC_000001.11	241513680	241513680	1	*
NC_000001.11	241517181	241517181	1	*
NC_000001.11	241517181	241517181	1	*
NC_000001.11	241517238	241517238	1	*
NC_000001.11	241517245	241517245	1	*
NC_000001.11	241517248	241517248	1	*
NC_000001.11	241517292	241517292	1	*
NC_000001.11	241517310	241517310	1	*
NC_000001.11	241517317	241517317	1	*
NC_000001.11	241519691	241519691	1	*
NC_000001.11	243256219	243256219	1	*
NC_000001.11	243256225	243256225	1	*
NC_000001.11	243270236	243270236	1	*
NC_000001.11	243270976	243270976	1	*
NC_000001.11	243271007	243271007	1	*
NC_000001.11	243274633	243274633	1	*
NC_000001.11	243286317	243286317	1	*
NC_000001.11	243286332	243286332	1	*
NC_000001.11	243286362	243286362	1	*
NC_000001.11	243286374	243286374	1	*
NC_000001.11	243293111	243293111	1	*
NC_000001.11	243304716	243304716	1	*
NC_000001.11	243304733	243304733	1	*
NC_000001.11	243305133	243305133	1	*
NC_000001.11	243307837	243307837	1	*
NC_000001.11	243308032	243308032	1	*
NC_000001.11	243308035	243308035	1	*
NC_000001.11	243308097	243308097	1	*
NC_000001.11	243308110	243308110	1	*
NC_000001.11	243316894	243316894	1	*
NC_000001.11	243316894	243316894	1	*
NC_000001.11	243330591	243330591	1	*
NC_000001.11	243330618	243330618	1	*
NC_000001.11	243330694	243330694	1	*
NC_000001.11	243415799	243415799	1	*
NC_000001.11	243415802	243415802	1	*
NC_000001.11	243417986	243417986	1	*
NC_000001.11	243505296	243505296	1	*
NC_000001.11	243552928	243552928	1	*
NC_000001.11	243552929	243552929	1	*
NC_000001.11	243613681	243613681	1	*
NC_000001.11	243637634	243637634	1	*
NC_000001.11	243695714	243695714	1	*
NC_000001.11	244053907	244053907	1	*
NC_000001.11	244053916	244053916	1	*
NC_000001.11	244054171	244054171	1	*
NC_000001.11	244054336	244054336	1	*
NC_000001.11	244054353	244054353	1	*
NC_000001.11	244054357	244054357	1	*
NC_000001.11	244054917	244054917	1	*
NC_000001.11	244054957	244054957	1	*
NC_000001.11	244055081	244055081	1	*
NC_000001.11	244055128	244055128	1	*
NC_000001.11	244055152	244055152	1	*
NC_000001.11	244055156	244055156	1	*
NC_000001.11	244055164	244055164	1	*
NC_000001.11	244055165	244055165	1	*
NC_000001.11	244055180	244055180	1	*
NC_000001.11	244835755	244835755	1	*
NC_000001.11	244835757	244835757	1	*
NC_000001.11	244841999	244841999	1	*
NC_000001.11	244842055	244842055	1	*
NC_000001.11	244842061	244842061	1	*
NC_000001.11	244842065	244842065	1	*
NC_000001.11	244843041	244843041	1	*
NC_000001.11	244854505	244854505	1	*
NC_000001.11	244856562	244856562	1	*
NC_000001.11	244857673	244857673	1	*
NC_000001.11	244858076	244858076	1	*
NC_000001.11	244858724	244858724	1	*
NC_000001.11	244858728	244858728	1	*
NC_000001.11	244858842	244858842	1	*
NC_000001.11	244859307	244859307	1	*
NC_000001.11	244863683	244863683	1	*
NC_000001.11	244863689	244863689	1	*
NC_000001.11	244863733	244863733	1	*
NC_000001.11	244863788	244863788	1	*
NC_000001.11	244863797	244863797	1	*
NC_000001.11	244863818	244863818	1	*
NC_000001.11	244863827	244863827	1	*
NC_000001.11	244863955	244863955	1	*
NC_000001.11	244863983	244863983	1	*
NC_000001.11	244864001	244864001	1	*
NC_000001.11	244864082	244864082	1	*
NC_000001.11	244864085	244864085	1	*
NC_000001.11	244864193	244864193	1	*
NC_000001.11	244864196	244864196	1	*
NC_000001.11	244864241	244864241	1	*
NC_000001.11	244864307	244864307	1	*
NC_000001.11	247418829	247418829	1	*
NC_000001.11	247424227	247424227	1	*
NC_000001.11	247424351	247424351	1	*
NC_000001.11	247424356	247424356	1	*
NC_000001.11	247424356	247424356	1	*
NC_000001.11	247424357	247424357	1	*
NC_000001.11	247424359	247424359	1	*
NC_000001.11	247424363	247424363	1	*
NC_000001.11	247424369	247424369	1	*
NC_000001.11	247424375	247424375	1	*
NC_000001.11	247424380	247424380	1	*
NC_000001.11	247424426	247424426	1	*
NC_000001.11	247424492	247424492	1	*
NC_000001.11	247424504	247424504	1	*
NC_000001.11	247424507	247424507	1	*
NC_000001.11	247424662	247424662	1	*
NC_000001.11	247424756	247424756	1	*
NC_000001.11	247424764	247424764	1	*
NC_000001.11	247424765	247424765	1	*
NC_000001.11	247425017	247425017	1	*
NC_000001.11	247425022	247425022	1	*
NC_000001.11	247425148	247425148	1	*
NC_000001.11	247425155	247425155	1	*
NC_000001.11	247425158	247425158	1	*
NC_000001.11	247425167	247425167	1	*
NC_000001.11	247436052	247436052	1	*
NC_000001.11	247436053	247436053	1	*
NC_000002.12	598413	598413	1	*
NC_000002.12	1433472	1433472	1	*
NC_000002.12	1433523	1433523	1	*
NC_000002.12	1456259	1456259	1	*
NC_000002.12	1477141	1477141	1	*
NC_000002.12	1477305	1477305	1	*
NC_000002.12	1484596	1484596	1	*
NC_000002.12	1484614	1484614	1	*
NC_000002.12	1484734	1484734	1	*
NC_000002.12	1487841	1487841	1	*
NC_000002.12	1487991	1487991	1	*
NC_000002.12	1493819	1493819	1	*
NC_000002.12	1493976	1493976	1	*
NC_000002.12	1494011	1494011	1	*
NC_000002.12	1494026	1494026	1	*
NC_000002.12	1496026	1496026	1	*
NC_000002.12	1503956	1503956	1	*
NC_000002.12	1504053	1504053	1	*
NC_000002.12	1516942	1516942	1	*
NC_000002.12	1540594	1540594	1	*
NC_000002.12	1540663	1540663	1	*
NC_000002.12	1644753	1644753	1	*
NC_000002.12	1648956	1648956	1	*
NC_000002.12	1649142	1649142	1	*
NC_000002.12	1649427	1649427	1	*
NC_000002.12	1649504	1649504	1	*
NC_000002.12	1653634	1653634	1	*
NC_000002.12	1654419	1654419	1	*
NC_000002.12	1654510	1654510	1	*
NC_000002.12	1666484	1666484	1	*
NC_000002.12	1744455	1744455	1	*
NC_000002.12	1809162	1809162	1	*
NC_000002.12	1839233	1839233	1	*
NC_000002.12	1840797	1840797	1	*
NC_000002.12	1840845	1840845	1	*
NC_000002.12	1886573	1886573	1	*
NC_000002.12	1887487	1887487	1	*
NC_000002.12	1889366	1889366	1	*
NC_000002.12	1892078	1892078	1	*
NC_000002.12	1903116	1903116	1	*
NC_000002.12	1903137	1903137	1	*
NC_000002.12	1903144	1903144	1	*
NC_000002.12	1903189	1903189	1	*
NC_000002.12	1912023	1912023	1	*
NC_000002.12	1912024	1912024	1	*
NC_000002.12	1912047	1912047	1	*
NC_000002.12	1917237	1917237	1	*
NC_000002.12	1917238	1917238	1	*
NC_000002.12	1917291	1917291	1	*
NC_000002.12	1917307	1917307	1	*
NC_000002.12	1922787	1922787	1	*
NC_000002.12	1923178	1923178	1	*
NC_000002.12	1923234	1923234	1	*
NC_000002.12	1943322	1943322	1	*
NC_000002.12	1979774	1979774	1	*
NC_000002.12	3388602	3388602	1	*
NC_000002.12	3460341	3460341	1	*
NC_000002.12	3465711	3465711	1	*
NC_000002.12	3477740	3477740	1	*
NC_000002.12	3478848	3478848	1	*
NC_000002.12	3479218	3479218	1	*
NC_000002.12	3549068	3549068	1	*
NC_000002.12	3550458	3550458	1	*
NC_000002.12	3575351	3575351	1	*
NC_000002.12	3575352	3575352	1	*
NC_000002.12	3575685	3575685	1	*
NC_000002.12	3575816	3575816	1	*
NC_000002.12	3575889	3575889	1	*
NC_000002.12	3643807	3643807	1	*
NC_000002.12	3643912	3643912	1	*
NC_000002.12	5692808	5692808	1	*
NC_000002.12	5692869	5692869	1	*
NC_000002.12	5692871	5692871	1	*
NC_000002.12	5692873	5692873	1	*
NC_000002.12	5692876	5692876	1	*
NC_000002.12	5692889	5692889	1	*
NC_000002.12	5692889	5692889	1	*
NC_000002.12	5692891	5692891	1	*
NC_000002.12	5692897	5692897	1	*
NC_000002.12	5692899	5692899	1	*
NC_000002.12	5692912	5692912	1	*
NC_000002.12	5692971	5692971	1	*
NC_000002.12	5692972	5692972	1	*
NC_000002.12	5693020	5693020	1	*
NC_000002.12	5693026	5693026	1	*
NC_000002.12	5693026	5693026	1	*
NC_000002.12	5693038	5693038	1	*
NC_000002.12	5693074	5693074	1	*
NC_000002.12	5693512	5693512	1	*
NC_000002.12	5693629	5693629	1	*
NC_000002.12	5693899	5693899	1	*
NC_000002.12	5694007	5694007	1	*
NC_000002.12	6849959	6849959	1	*
NC_000002.12	6865695	6865695	1	*
NC_000002.12	6865696	6865696	1	*
NC_000002.12	8731537	8731537	1	*
NC_000002.12	8731859	8731859	1	*
NC_000002.12	8731940	8731940	1	*
NC_000002.12	8733447	8733447	1	*
NC_000002.12	8733506	8733506	1	*
NC_000002.12	8748004	8748004	1	*
NC_000002.12	8806339	8806339	1	*
NC_000002.12	9452920	9452920	1	*
NC_000002.12	9493789	9493789	1	*
NC_000002.12	9505358	9505358	1	*
NC_000002.12	9526150	9526150	1	*
NC_000002.12	9526233	9526233	1	*
NC_000002.12	10440768	10440768	1	*
NC_000002.12	10440855	10440855	1	*
NC_000002.12	10440870	10440870	1	*
NC_000002.12	10441508	10441508	1	*
NC_000002.12	11765722	11765722	1	*
NC_000002.12	11773666	11773666	1	*
NC_000002.12	11783834	11783834	1	*
NC_000002.12	11783840	11783840	1	*
NC_000002.12	11785078	11785078	1	*
NC_000002.12	11787088	11787088	1	*
NC_000002.12	11795406	11795406	1	*
NC_000002.12	11795407	11795407	1	*
NC_000002.12	11819590	11819590	1	*
NC_000002.12	11820515	11820515	1	*
NC_000002.12	15178988	15178988	1	*
NC_000002.12	15234708	15234708	1	*
NC_000002.12	15238670	15238670	1	*
NC_000002.12	15276884	15276884	1	*
NC_000002.12	15308260	15308260	1	*
NC_000002.12	15330609	15330609	1	*
NC_000002.12	15330657	15330657	1	*
NC_000002.12	15366691	15366691	1	*
NC_000002.12	15379649	15379649	1	*
NC_000002.12	15383259	15383259	1	*
NC_000002.12	15402229	15402229	1	*
NC_000002.12	15415656	15415656	1	*
NC_000002.12	15415681	15415681	1	*
NC_000002.12	15427745	15427745	1	*
NC_000002.12	15467394	15467394	1	*
NC_000002.12	15467695	15467695	1	*
NC_000002.12	15468401	15468401	1	*
NC_000002.12	15468510	15468510	1	*
NC_000002.12	15468518	15468518	1	*
NC_000002.12	15474165	15474165	1	*
NC_000002.12	15474300	15474300	1	*
NC_000002.12	15475744	15475744	1	*
NC_000002.12	15475815	15475815	1	*
NC_000002.12	15536479	15536479	1	*
NC_000002.12	15539221	15539221	1	*
NC_000002.12	15539327	15539327	1	*
NC_000002.12	15558583	15558583	1	*
NC_000002.12	15561288	15561288	1	*
NC_000002.12	15561304	15561304	1	*
NC_000002.12	15561304	15561304	1	*
NC_000002.12	15942281	15942281	1	*
NC_000002.12	15942295	15942295	1	*
NC_000002.12	15942320	15942320	1	*
NC_000002.12	15942467	15942467	1	*
NC_000002.12	15945666	15945666	1	*
NC_000002.12	15945687	15945687	1	*
NC_000002.12	15945716	15945716	1	*
NC_000002.12	15945819	15945819	1	*
NC_000002.12	15945879	15945879	1	*
NC_000002.12	15945880	15945880	1	*
NC_000002.12	15945883	15945883	1	*
NC_000002.12	19913645	19913645	1	*
NC_000002.12	19914054	19914054	1	*
NC_000002.12	19932405	19932405	1	*
